ID,URL,Labels,status
155d69850d7211345c8ba27c10769e4d,https://storage.googleapis.com/gurushots_images/images/155d69850d7211345c8ba27c10769e4d.jpg,"Animal,Lion,Mammal,Wildlife",external_batch_01
155ff804d553054c62ba951e6a0be02d,https://storage.googleapis.com/gurushots_images/images/155ff804d553054c62ba951e6a0be02d.jpg,"Face,Head,Person,Photography,Portrait,Baby,Body Part,Finger,Hand,Food,Reading,Eating,Cutlery,Book,Publication,Spoon,Clothing,T-Shirt",external_batch_01
1560e9e297bb850f590d4d02eea2c991,https://storage.googleapis.com/gurushots_images/images/1560e9e297bb850f590d4d02eea2c991.jpg,"Animal,Mammal,Panther,Wildlife,Face,Head,Person,Cheetah,Snow Leopard",external_batch_01
1569b527d5fa91385d6109319aa50cce,https://storage.googleapis.com/gurushots_images/images/1569b527d5fa91385d6109319aa50cce.jpg,"Footprint,Animal,Invertebrate,Spider,Soil",external_batch_01
156c9f1f29a5473a8df6bb31c1a6b3eb,https://storage.googleapis.com/gurushots_images/images/156c9f1f29a5473a8df6bb31c1a6b3eb.jpg,"Animal,Bird,Swan,Outdoors,Water,Nature,Beak,Ripple,Waterfowl",external_batch_01
156f0dc71a38ad73287ebe4111ca2d5e,https://storage.googleapis.com/gurushots_images/images/156f0dc71a38ad73287ebe4111ca2d5e.jpg,"Adult,Female,Person,Woman,Accessories,Glasses,Bag,Handbag,Boy,Child,Male,Clothing,Glove,Wood,Box,Body Part,Finger,Hand,Food,Market,Indoors,Restaurant,Head,Bread,Cafeteria,Urban,Meal,Shop",external_batch_01
15708e523924e6a1865774fda91d6ff4,https://storage.googleapis.com/gurushots_images/images/15708e523924e6a1865774fda91d6ff4.jpg,"Face,Head,Person,Clothing,Coat,Jacket,Adult,Male,Man,Sad,Reading,Photography,Smoke,Portrait",external_batch_01
1570e21a244b138b174bc58ad182d383,https://storage.googleapis.com/gurushots_images/images/1570e21a244b138b174bc58ad182d383.jpg,"Flower,Leaf,Petal,Plant,Daisy,Anemone,Sunflower,Herbal,Herbs,Dahlia,Acanthaceae,Vegetation,Food,Fruit,Pear,Produce,Pollen,Geranium,Daffodil,Summer,Potted Plant,Bud,Sprout",external_batch_01
157153f04aae8e6fa5b48dcb11dc26ea,https://storage.googleapis.com/gurushots_images/images/157153f04aae8e6fa5b48dcb11dc26ea.jpg,"Alcohol,Beer,Beverage,Glass,Lager,Cup,Adult,Female,Person,Woman,Beer Glass,Liquor,Face,Head,Photography,Portrait,Outdoors,Accessories,Glasses,Furniture,Table,Urban,Window,Plant,Tree,Cocktail,Herbal,Herbs",external_batch_01
15723ea39f7e0b1e71dd430fb9c9e6c5,https://storage.googleapis.com/gurushots_images/images/15723ea39f7e0b1e71dd430fb9c9e6c5.jpg,"Lighting,Plant,Tree,Person,Clothing,Footwear,Shoe,Christmas,Christmas Decorations,Festival,Christmas Tree,Fir,Wood,Box,Accessories,Hat,Hardwood,Ornament,Flower,Flower Arrangement,Architecture,Building,Furniture,Indoors,Living Room,Room,Floor,Flooring",external_batch_01
1572f301e8512cd33500f14f1956cb9c,https://storage.googleapis.com/gurushots_images/images/1572f301e8512cd33500f14f1956cb9c.jpg,"Flower,Plant,Thistle,Daisy,Vegetation,Outdoors,Animal,Canine,Mammal,Field,Nature,Food,Fruit,Pineapple,Produce,Dog,Pet,Purple,Herbal,Herbs,Grass,Grassland",external_batch_01
15746c6726df919e88793bfe25e8ef3f,https://storage.googleapis.com/gurushots_images/images/15746c6726df919e88793bfe25e8ef3f.jpg,"Water,Waterfront,Clothing,Pants,Transportation,Vehicle,Watercraft,Boat,Sailboat,Nature,Outdoors,Sea,Footwear,Shoe,Beach,Coast,Shoreline,Shorts,Person,Soil,Laundry,Pier,Architecture,Building,Shelter,Harbor,Home Decor,Linen,Back,Body Part,Vest,Lifejacket,T-Shirt,Undershirt",external_batch_01
1574d290f2631f35c5a20ac4aa119ff2,https://storage.googleapis.com/gurushots_images/images/1574d290f2631f35c5a20ac4aa119ff2.jpg,"Clothing,Hardhat,Helmet,Crash Helmet,Glove,Person,Worker,Smoke Pipe,Adult,Male,Man,Motorcycle,Transportation,Vehicle,Accessories,Glasses,Officer,Police Officer",external_batch_01
15760a48b55d61cf58ebac5eeff2a25e,https://storage.googleapis.com/gurushots_images/images/15760a48b55d61cf58ebac5eeff2a25e.jpg,"Herbal,Herbs,Plant,Face,Head,Person,Photography,Portrait,Grass,Flower,Flower Arrangement,Green,Leaf,Garden,Nature,Outdoors,Soil,Vegetation,Flower Bouquet,Potted Plant,Adult,Female,Woman,Field,Tree,Grassland,Gardening,Daisy,Jar,Planter,Pottery,Vase,Petal,Countryside,Gardener,Ikebana,Agriculture,Skin,Iris,Planting,Tattoo,Geranium,Reed,Bud,Sprout,Yard,Land,Woodland",external_batch_01
1579554b29200bae43d6879398888e4e,https://storage.googleapis.com/gurushots_images/images/1579554b29200bae43d6879398888e4e.jpg,"Clothing,Footwear,Shoe,Baby,Person,Tablecloth,Boot,Cowboy Boot,People,Bazaar,Market,Shop",external_batch_01
157a0a489d2f65cfe6fe2d4466f1be81,https://storage.googleapis.com/gurushots_images/images/157a0a489d2f65cfe6fe2d4466f1be81.jpg,"Animal,Bird,Jay,Finch,Beak,Outdoors,Person,Nature,Bluebird,Canary,Blue Jay",external_batch_01
157a7ea916b5bb979350f65d3d7fa3c4,https://storage.googleapis.com/gurushots_images/images/157a7ea916b5bb979350f65d3d7fa3c4.jpg,"Flower,Plant,Petal,Acanthaceae,Lily,Flower Arrangement,Flower Bouquet,Geranium,Bud,Sprout,Pollen,Pond Lily",external_batch_01
158a8e30698e0a3226ff410865bb7eb0,https://storage.googleapis.com/gurushots_images/images/158a8e30698e0a3226ff410865bb7eb0.jpg,"Food,Bread,Dessert,Cheesecake,Fruit,Plant,Produce,Berry,Blueberry,Custard",external_batch_01
158bcc794dd44fb5b572411c77a8cdc5,https://storage.googleapis.com/gurushots_images/images/158bcc794dd44fb5b572411c77a8cdc5.jpg,"City,Apartment Building,Architecture,Building,High Rise,Urban,Window,Bay Window",external_batch_01
15903960922d46badeee17e3395cf2a9,https://storage.googleapis.com/gurushots_images/images/15903960922d46badeee17e3395cf2a9.jpg,"Architecture,Building,Wall,Stone Wall,Slate,Rock,Rubble",external_batch_01
1592b54999d69812a966f3f6a0d0f360,https://storage.googleapis.com/gurushots_images/images/1592b54999d69812a966f3f6a0d0f360.jpg,"Lighting,Bazaar,Market,Shop,Chandelier,Lamp,Adult,Female,Person,Woman,Male,Man,Walking,Backpack,Bag,Floor,Flooring,Urban,Photography,City,Accessories,Handbag,Clothing,Footwear,Shoe,Shopping,Hat,Indoors,Restaurant,Pants,Shorts,Shopping Mall,Path,Walkway,Architecture,Building,Corridor,Cafeteria,Night Life,Road,Street",external_batch_01
15989fb84cb4745bb60956eb8c989ca4,https://storage.googleapis.com/gurushots_images/images/15989fb84cb4745bb60956eb8c989ca4.jpg,"City,Architecture,Building,Spire,Tower,Landmark,Urban,High Rise,Office Building,The Chrysler Building,Clock Tower",external_batch_01
15993e5c0c8ec06347a355a096484424,https://storage.googleapis.com/gurushots_images/images/15993e5c0c8ec06347a355a096484424.jpg,"Architecture,Building,Housing,House,Cabin,Cabin In The Woods,Log Cabin",external_batch_01
159b1d027abec691fbaa05af135aa17c,https://storage.googleapis.com/gurushots_images/images/159b1d027abec691fbaa05af135aa17c.jpg,"Face,Head,Person,Photography,Portrait,Daisy,Flower,Plant,Purple,Adult,Female,Woman,Geranium,Petal,Grass,Smelling,Herbal,Herbs,Sleeping,Anemone,Vegetation,Body Part,Neck,Dahlia",external_batch_01
159f6b772045a978db51ce7e59f78728,https://storage.googleapis.com/gurushots_images/images/159f6b772045a978db51ce7e59f78728.jpg,"Path,Walkway,City,Road,Street,Urban,Architecture,Building,House,Housing,Villa,Handrail,Flagstone,Outdoors,Garden,Nature,Sidewalk,Neighborhood,Plant,Tree,Scenery,Railing,Cobblestone,Staircase,Alley,Arbour,Monastery,Metropolis,Arch,Roof,Tree Trunk,Landscape,Tarmac,Canal,Water",external_batch_01
15a1bf3390e28d10ca3b27ac405ac6a1,https://storage.googleapis.com/gurushots_images/images/15a1bf3390e28d10ca3b27ac405ac6a1.jpg,"Bronze,Gold,Person,Figurine,Face,Head,Art,Treasure,Analog Clock,Clock,Altar,Architecture,Building,Church,Prayer,Sculpture,Monastery,Porcelain,Pottery,Statue",external_batch_01
